hex,reg_number,flag,lat,lng,alt,dir,speed,v_speed,squawk,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
78124A,B-1332,CN,21.857254,111.948738,9174,202,835,0.3,6365,9517,CSH9517,FM9517,ZSSS,SHA,ZJSY,SYX,CSH,FM,B738,1687168548,en-route
78125E,B-8900,CN,29.741619,119.658615,7825,184,892,3.6,6311,3562,CSN3562,CZ3562,ZSSS,SHA,ZGSZ,SZX,CSN,CZ,A321,1687168537,en-route
7812A1,B-1343,CN,49.199711,4.107441,2804,206,453,-6.2,1000,749,CHH749,HU749,ZJHK,HAK,LFOK,XCR,CHH,HU,B789,1687168551,en-route
7812BD,B-1357,CN,17.708771,118.927582,10363,318,937,-0.3,1314,802,CXA802,MF802,YSSY,SYD,ZSAM,XMN,CXA,MF,B789,1687168145,en-route
7812BE,B-1356,CN,17.877823,118.81189,11582,317,938,-0.3,1517,804,CXA804,MF804,YMML,MEL,ZSAM,XMN,CXA,MF,B789,1687168436,en-route
7812E2,B-1399,CN,11.10965,99.750748,10363,194,877,0,0073,821,CCA821,CA821,ZBAA,PEK,VTSP,HKT,CCA,CA,B38M,1687168556,en-route
7812F1,B-1369,CN,23.033707,116.526642,10088,52,835,0,5745,8714,CXA8714,MF8714,VHHH,HKG,ZSHC,HGH,CXA,MF,B738,1687168552,en-route
7812FE,B-1379,CN,27.903259,108.144386,9479,62,903,0,6430,9452,CSH9452,FM9452,ZPPP,KMG,ZSSS,SHA,CSH,FM,B38M,1687168549,en-route
78133E,B-3275,CN,27.456789,116.713631,9174,227,892,0.3,6347,503,BNH503,,ZSSS,SHA,,,BNH,,GLF5,1687167656,en-route
78134D,B-1235,CN,25.860653,118.053696,5265,174,692,-4.9,6241,2437,CES2437,MU2437,ZHHH,WUH,ZSAM,XMN,CES,MU,B738,1687168381,en-route
78135E,B-1240,CN,22.687729,113.885727,4518,76,657,0.3,4226,3755,CSN3755,CZ3755,ZGSD,ZUH,ZSPD,PVG,CSN,CZ,B738,1687168553,en-route
78137C,B-1247,CN,37.042831,123.348122,10706,178,788,0,6456,5618,CBJ5618,JD5618,ZYTX,SHE,ZSFZ,FOC,CBJ,JD,A20N,1687168554,en-route
78138A,B-1280,CN,29.767914,121.269997,3596,208,611,0,0000,5151,CUA5151,KN5151,ZSZS,HSN,ZSWZ,WNZ,CUA,KN,B738,1687168545,en-route
78138D,B-1271,CN,30.472275,120.421738,10393,215,831,0.3,7012,4675,CDG4675,SC4675,ZSQD,TAO,ZGGG,CAN,CDG,SC,B38M,1687167576,en-route
7813B0,B-1283,CN,25.122427,115.113609,10088,24,857,0.3,3116,3707,CSN3707,CZ3707,ZGGG,CAN,ZSJN,TNA,CSN,CZ,B738,1687168521,en-route
7813BF,B-1298,CN,30.049164,104.394409,10393,8,805,0,2536,3787,CSN3787,CZ3787,ZUGY,KWE,ZLLL,LHW,CSN,CZ,B738,1687167842,en-route
7813F6,B-1122,CN,25.99193,117.948059,7193,3,829,0.3,0150,6940,CSN6940,CZ6940,ZSAM,XMN,ZHHH,WUH,CSN,CZ,B38M,1687168549,en-route
7813F8,B-1127,CN,31.874817,121.547897,10698,22,894,0,4207,3573,CSN3573,CZ3573,ZGGG,CAN,ZSQD,TAO,CSN,CZ,B38M,1687168501,en-route
78141D,B-1142,CN,23.080124,113.685776,4884,335,700,8.1,2426,7874,CHH7874,HU7874,ZGSZ,SZX,ZLXY,XIY,CHH,HU,B38M,1687168553,en-route
78142E,B-1147,CN,27.692413,116.863487,9784,316,840,0,2717,5388,CUA5388,KN5388,ZSFZ,FOC,,TFU,CUA,KN,B738,1687168549,en-route
78144B,B-1189,CN,29.294624,106.660927,10386,179,800,0.3,0065,6542,RLH6542,DR6542,ZBYN,TYN,ZPPP,KMG,RLH,DR,B738,1687168549,en-route
78149C,B-1170,CN,27.062988,118.031357,7193,329,805,0,2714,6918,CSN6918,CZ6918,ZSFZ,FOC,ZHCC,CGO,CSN,CZ,B38M,1687168536,en-route
78149F,B-1169,CN,17.348419,106.062202,11879,50,855,0,6106,3082,CSN3082,CZ3082,VTBS,BKK,ZGGG,CAN,CSN,CZ,B789,1687168549,en-route
7814B6,B-301H,CN,27.791473,120.825722,10698,76,879,-0.3,4214,8777,CSN8777,CZ8777,ZGGG,CAN,ZSYT,YNT,CSN,CZ,A20N,1687168264,en-route
7814BE,B-301E,CN,14.537426,100.695145,4099,163,644,-3.6,0076,959,CCA959,CA959,ZBAA,PEK,VTBS,BKK,CCA,CA,A21N,1687168558,en-route
7814E7,B-302J,CN,18.608734,101.586998,10660,27,822,0,0117,2096,CQN2096,OQ2096,WSSS,SIN,ZUCK,CKG,CQN,OQ,A20N,1687167285,en-route
7814FF,B-205K,CN,23.536531,113.866219,2575,302,525,-6.5,7035,3764,CSN3764,CZ3764,ZSWZ,WNZ,ZGGG,CAN,CSN,CZ,B38M,1687168548,en-route
78150B,B-302N,CN,30.319939,107.213707,8107,22,874,0,5352,6032,QDA6032,QW6032,ZUCK,CKG,ZSYT,YNT,QDA,QW,A20N,1687168313,en-route
78150D,B-206H,CN,22.689421,113.778938,3291,198,542,0.3,1161,7733,CHH7733,HU7733,ZGSZ,SZX,ZHCC,CGO,CHH,HU,B738,1687168553,en-route
78150E,B-206F,CN,25.921078,119.276558,7018,220,672,-5.2,6454,7048,CHH7048,HU7048,ZYTX,SHE,ZSAM,XMN,CHH,HU,B738,1687168555,en-route
78154F,B-303H,CN,29.010191,120.387428,6880,357,785,0,3162,3563,CSN3563,CZ3563,ZGSZ,SZX,ZSSS,SHA,CSN,CZ,A21N,1687168545,en-route
78155A,B-206U,CN,30.658859,120.697205,9022,264,738,0.3,7022,5992,CUA5992,KN5992,ZSNB,NGB,ZBAD,PKX,CUA,KN,B738,1687168270,en-route
78156F,B-303W,CN,27.468706,116.72683,8420,227,863,0,3361,3512,CSN3512,CZ3512,ZSHC,HGH,ZGGG,CAN,CSN,CZ,A21N,1687167755,en-route
78157D,B-207J,CN,51.06958,4.082683,10416,37,1016,6.2,0651,758,CHH758,HU758,LFPG,CDG,ZGSZ,SZX,CHH,HU,B789,1687168558,en-route
78158A,B-207N,CN,64.321602,46.875229,11582,245,964,-0.3,6351,1607,DKH1607,HO1607,ZSPD,PVG,EFHK,HEL,DKH,HO,B789,1687168549,en-route
7815A2,B-302T,CN,29.729736,119.604668,7040,278,701,3.9,7024,3220,CSC3220,3U3220,ZSNB,NGB,ZULZ,LZO,CSC,3U,A21N,1687168545,en-route
7815A3,B-204N,CN,23.850342,111.919022,9784,288,863,0,2431,6239,EPA6239,DZ6239,ZGSZ,SZX,,TFU,EPA,DZ,B738,1687168254,en-route
7815A9,B-208A,CN,30.352158,121.234024,4709,6,672,-7.2,4230,1116,DKH1116,HO1116,ZGSZ,SZX,ZSSS,SHA,DKH,HO,B789,1687168545,en-route
7815AF,B-208D,CN,20.937847,111.119865,11003,285,857,0,3354,734,CES734,MU734,VHHH,HKG,ZPPP,KMG,CES,MU,B738,1687168100,en-route
7815C4,B-305J,CN,24.03273,111.827545,9784,277,837,0,3152,4314,CCA4314,CA4314,ZGSZ,SZX,ZUUU,CTU,CCA,CA,A20N,1687167722,en-route
7815C5,B-305K,CN,11.990479,101.575752,9753,348,848,0,0143,404,CCA404,CA404,WSSS,SIN,,TFU,CCA,CA,A20N,1687168556,en-route
7815DC,B-305M,CN,25.800413,117.00061,6614,231,794,-7.5,0366,2110,CQN2110,OQ2110,ZHCC,CGO,ZGOW,SWA,CQN,OQ,A20N,1687167898,en-route
7815ED,B-208N,CN,30.033688,106.750748,2179,171,401,-0.3,0115,4839,CDG4839,SC4839,ZSQD,TAO,ZUCK,CKG,CDG,SC,B38M,1687168544,en-route
78161C,B-209D,CN,22.84108,113.796837,3901,335,681,0,1471,326,CSN326,CZ326,YSSY,SYD,ZGGG,CAN,CSN,CZ,B789,1687168553,en-route
78165D,B-307K,CN,11.581917,100.09745,10675,9,807,0,0775,718,CCA718,CA718,VTSP,HKT,ZSHC,HGH,CCA,CA,A20N,1687168556,en-route
78168C,B-308E,CN,31.193165,105.022484,7543,82,844,6.8,0000,6650,CES6650,MU6650,ZUUU,CTU,ZBAD,PKX,CES,MU,A359,1687168520,en-route
78169E,B-308K,CN,25.072311,115.885925,10088,52,879,0,0772,8522,CQH8522,9C8522,VTSP,HKT,ZSPD,PVG,CQH,9C,A20N,1687168511,en-route
7816A2,B-20AJ,CN,11.216482,109.565491,11879,34,892,0,2164,886,CSH886,FM886,WMKK,KUL,ZSPD,PVG,CSH,FM,B789,1687168224,en-route
7816BD,B-308P,CN,25.663038,84.844048,10363,288,887,0,1527,9653,CSC9653,3U9653,,TFU,VIDP,DEL,CSC,3U,A332,1687168549,en-route
7816C6,B-308T,CN,29.531111,121.024582,4777,324,474,0,2122,3321,CSN3321,CZ3321,ZGGG,CAN,ZSNB,NGB,CSN,CZ,A359,1687168545,en-route
7816EB,B-309A,CN,14.821022,101.009315,10675,9,813,-0.3,2270,2070,CES2070,MU2070,WSSS,SIN,ZLXY,XIY,CES,MU,A20N,1687168556,en-route
7817A7,B-30AE,CN,23.869537,112.173668,9784,287,831,0.3,3147,9415,CSZ9415,ZH9415,ZGSZ,SZX,,TFU,CSZ,ZH,A20N,1687168553,en-route
7817B6,B-30AK,CN,30.056808,104.395752,10393,8,811,0,3112,6241,CSN6241,CZ6241,ZGGG,CAN,ZLXN,XNN,CSN,CZ,A20N,1687168404,en-route
7817B7,B-30AL,CN,26.754875,106.454987,11308,127,922,0.3,1512,3444,CSN3444,CZ3444,ZUUU,CTU,ZGGG,CAN,CSN,CZ,A359,1687168551,en-route
7817D2,B-30AX,CN,29.322325,121.044243,7787,356,759,-4.9,5733,504,CES504,MU504,VHHH,HKG,ZSPD,PVG,CES,MU,A20N,1687168545,en-route
7817F7,B-30C6,CN,26.746857,106.46669,10088,127,864,0,7441,4303,CCA4303,CA4303,ZUUU,CTU,ZGGG,CAN,CCA,CA,A21N,1687168472,en-route
7818FB,B-30E8,CN,27.898569,106.964478,8877,177,859,0,1541,2082,CQN2082,OQ2082,ZUCK,CKG,ZGSD,ZUH,CQN,OQ,A21N,1687168492,en-route
78192F,B-30EU,CN,29.568558,119.409348,8420,228,850,0,5665,8949,CQH8949,9C8949,ZSSS,SHA,ZGSZ,SZX,CQH,9C,A21N,1687168264,en-route
78193E,B-30F2,CN,30.14621,121.356865,4511,8,731,2,7023,8695,CDC8695,GJ8695,ZSNB,NGB,ZSWH,WEH,CDC,GJ,A20N,1687168545,en-route
78195B,B-30FL,CN,22.803497,114.122032,1790,290,501,-2.3,0114,9914,CSZ9914,ZH9914,ZSQD,TAO,ZGSZ,SZX,CSZ,ZH,A20N,1687168548,en-route
78195F,B-30FM,CN,29.564346,120.238655,9768,91,959,-4.9,0000,5412,CES5412,MU5412,ZUUU,CTU,ZSSS,SHA,CES,MU,A359,1687168543,en-route
78198E,B-30FW,CN,23.793873,114.174225,5737,24,794,9.1,3111,3507,CSN3507,CZ3507,ZGGG,CAN,ZSNJ,NKG,CSN,CZ,A21N,1687168548,en-route
7819F2,B-320N,CN,24.24692,114.379181,7498,57,855,0,3172,5175,CES5175,MU5175,ZGZJ,ZHA,ZSCN,KHN,CES,MU,A20N,1687168548,en-route
781A94,B-320Z,CN,22.661072,112.580513,9791,213,840,0.3,5041,1275,DKH1275,HO1275,ZSPD,PVG,ZJHK,HAK,DKH,HO,A20N,1687168553,en-route
781A9C,B-321G,CN,24.787855,115.570267,8107,52,844,5.5,4522,8856,CQH8856,9C8856,ZGGG,CAN,ZSSS,SHA,CQH,9C,A21N,1687168299,en-route
781A9D,B-321H,CN,32.87027,128.680771,9159,248,829,0,3706,9000,CQH9000,9C9000,RJBB,KIX,ZSPD,PVG,CQH,9C,A21N,1687168376,en-route
781AC3,B-321L,CN,29.323059,104.271027,10698,8,833,0,3513,4173,CCA4173,CA4173,ZPPP,KMG,ZBAA,PEK,CCA,CA,A20N,1687168547,en-route
781ACD,B-321R,CN,27.91864,117.783798,7193,346,868,0,3167,6326,CHB6326,PN6326,ZGOW,SWA,ZHCC,CGO,CHB,PN,A321,1687168243,en-route
781AFF,B-322D,CN,29.42944,106.658829,9784,179,792,0,4037,6043,TBA6043,TV6043,ZLXY,XIY,ZPJH,JHG,TBA,TV,A319,1687168549,en-route
781B0F,B-322E,CN,30.598892,120.640167,7680,234,725,2.3,2761,1605,DKH1605,HO1605,ZSPD,PVG,WSSS,SIN,DKH,HO,A21N,1687168491,en-route
781B29,B-650S,CN,23.168583,112.354073,8869,77,850,0.3,6671,1859,UEA1859,EU1859,,DZH,ZGOW,SWA,UEA,EU,AJ27,1687168553,en-route
781B39,B-322M,CN,27.752197,105.11377,9174,224,857,0,5660,5107,CBJ5107,JD5107,ZBAD,PKX,ZPJH,JHG,CBJ,JD,A20N,1687168028,en-route
781B7B,B-323H,CN,25.176195,118.897156,7414,38,853,4.2,0731,5648,CES5648,MU5648,ZSAM,XMN,ZSSS,SHA,CES,MU,A359,1687168549,en-route
781BAA,B-324C,CN,30.587938,120.586655,6111,228,759,0.3,5010,1127,DKH1127,HO1127,ZSSS,SHA,ZJSY,SYX,DKH,HO,A21N,1687168461,en-route
781BB6,B-324G,CN,29.976242,107.428467,8877,125,866,0,2547,6572,CQH6572,9C6572,,TFU,ZSPD,CQW,CQH,9C,A20N,1687168188,en-route
781C40,B-221D,CN,21.434509,79.635994,10066,74,874,0,0353,7618,CSS7618,O37618,VABB,BOM,ZUUU,CTU,CSS,O3,B763,1687167275,en-route
781C6F,B-326C,CN,27.948807,105.249077,8412,297,831,0,2701,4540,CCA4540,CA4540,ZSAM,XMN,ZUUU,CTU,CCA,CA,A21N,1687168554,en-route
781CD3,B-327G,CN,21.834366,111.839622,10393,218,857,0,7752,6624,CSN6624,CZ6624,ZSNJ,NKG,ZJSY,SYX,CSN,CZ,A21N,1687168348,en-route
781D49,B-328P,CN,30.835327,105.374718,5745,78,796,9.1,1517,2607,CCA2607,CA2607,,TFU,ZSYW,YIW,CCA,CA,A20N,1687168498,en-route
781D6D,B-221S,CN,37.2854,-123.534126,10668,122,985,-0.3,1443,229,CKK229,CK229,ZGSZ,SZX,KLAX,LAX,CKK,CK,B77L,1687168558,en-route
781D76,B-328V,CN,24.550003,116.632843,7284,105,844,-12.7,1535,8925,CSC8925,3U8925,ZUUU,CTU,ZSAM,XMN,CSC,3U,A21N,1687168425,en-route
781DBE,B-222C,CN,24.400955,100.999352,9753,241,870,0,6001,7421,CSS7421,O37421,,EHU,VOMM,MAA,CSS,O3,B763,1687168095,en-route
781DC0,B-329V,CN,29.707031,107.514252,9174,303,824,0,4201,4228,CCA4228,CA4228,ZSYA,YTY,ZUUU,CTU,CCA,CA,A21N,1687168549,en-route
781DC4,B-329W,CN,23.836283,112.175957,10378,269,822,0,0163,1882,UEA1882,EU1882,ZSQZ,JJN,ZUCK,CKG,UEA,EU,A320,1687168554,en-route
781DD1,B-651U,CN,23.859558,112.103828,7802,268,746,-10.7,3456,9075,CES9075,MU9075,ZGOW,SWA,ZGKL,KWL,OTT,MU,AJ27,1687168147,en-route
781DE1,B-32A6,CN,30.056854,104.395485,9182,8,837,0.3,2541,3458,CSC3458,3U3458,ZULZ,LZO,ZWWW,URC,CSC,3U,A20N,1687167773,en-route
781E15,B-32AT,CN,30.061615,107.281708,8869,129,903,0,7456,7250,CGZ7250,GY7250,,TFU,ZSYW,YIW,CGZ,GY,A20N,1687168467,en-route
781E2B,B-222J,CN,35.807373,142.042587,10363,263,785,0,3254,222,CKK222,CK222,KLAX,LAX,ZSPD,PVG,CKK,CK,B77L,1687168556,en-route
781E7A,B-32CN,CN,32.885059,128.723053,10363,248,844,-0.3,3677,8078,CDC8078,GJ8078,RJBB,KIX,ZSHC,HGH,CDC,GJ,A20N,1687168479,en-route
781E81,B-32CS,CN,29.685059,104.332031,10698,8,851,0,3507,8842,CSN8842,CZ8842,ZPPP,KMG,ZBAD,PKX,CSN,CZ,A21N,1687167887,en-route
781ED4,B-223A,CN,60.882229,-151.517059,3528,77,646,-6.5,7406,227,CKK227,CK227,ZSPD,PVG,KSEA,SEA,CKK,CK,B77L,1687168553,en-route
781F03,B-223G,CN,39.998428,122.994446,11003,210,766,0,6541,438,CSN438,CZ438,KORD,ORD,ZSPD,PVG,CSG,CZ,B77L,1687168061,en-route
781F25,B-32DG,CN,11.231003,109.625893,9753,33,857,0,7131,3038,CSN3038,CZ3038,WIII,CGK,ZGGG,CAN,CSN,CZ,A21N,1687168307,en-route
78921A,B-LXH,HK,21.970701,113.55957,7010,157,666,0.3,5207,254,CPA254,CX254,EGLL,LHR,VHHH,HKG,CPA,CX,A35K,1687168553,en-route
78922B,B-LCQ,HK,32.61245,130.065964,8061,356,755,-7.5,3571,694,HKE694,UO694,VHHH,HKG,RJFF,FUK,HKE,UO,A20N,1687168548,en-route
78922C,B-LCR,HK,29.32251,127.083008,11574,232,838,0,3655,639,HKE639,UO639,RJFF,FUK,VHHH,HKG,HKE,UO,A20N,1687168554,en-route
78924E,B-LCS,HK,20.858894,112.355583,10370,270,892,0.3,5350,744,HKE744,UO744,VHHH,HKG,VTCC,CNX,HKE,UO,A20N,1687168199,en-route
78924F,B-LCU,HK,24.981934,120.778664,4312,225,668,11.4,2641,115,HKE115,UO115,RCTP,TPE,VHHH,HKG,HKE,UO,A20N,1687168555,en-route
78926B,B-LXR,HK,-1.972092,130.09697,11582,327,901,0.3,1341,100,CPA100,CX100,YSSY,SYD,VHHH,HKG,CPA,CX,A35K,1687167392,en-route
79A078,B-2292,CN,29.665649,107.462662,2964,279,535,-5.2,0000,9775,CES9775,MU9775,ZSWX,WUX,ZUCK,CKG,CES,MU,A321,1687168525,en-route
7BB0DB,B-5042,CN,29.585861,106.97773,3649,76,668,4.2,5364,8716,CSN8716,CZ8716,ZUCK,CKG,ZHCC,CGO,CSN,CZ,B738,1687168512,en-route
7BB12E,B-5115,CN,24.082489,116.275635,6880,92,688,-5.5,5374,6017,CGN6017,9H6017,ZUTR,TEN,ZSAM,XMN,CGN,9H,B738,1687168470,en-route
7BB135,B-5206,CN,30.307508,106.594025,6614,318,768,0,2757,2157,CDG2157,SC2157,ZSJD,JDZ,,TFU,CDG,SC,B737,1687168557,en-route
7C1464,VH-EBA,AU,-32.751827,120.040878,12496,106,1013,0,3650,778,QFA778,QF778,YPPH,PER,YMML,MEL,QFA,QF,A332,1687168552,en-route
7C1474,VH-EBQ,AU,0.700058,105.059792,6446,279,816,-9.8,1332,81,QFA81,QF81,YSSY,SYD,WSSS,SIN,QFA,QF,A332,1687168557,en-route
7C1795,VH-EXZ,UK,-38.236084,169.416245,11582,265,824,0,0210,7,TMN7,HJ7,NZAA,AKL,YMML,MEL,DHK,HJ,B763,1687168404,en-route
7C19BF,VH-FDD,TH,-19.674187,143.408936,7315,255,424,0,4744,423,AIQ423,FD423,YBTL,TSV,YBMK,MKY,AIQ,FD,B350,1687168088,en-route
7C19D2,VH-FDW,TH,-27.110321,153.098053,1363,81,481,-5.2,4770,447,AIQ447,FD447,YBWW,WTB,,,AIQ,FD,B350,1687168558,en-route
7C1AB8,VH-FKA,AU,-32.13068,115.908119,990,17,337,-3.6,3676,2267,UTY2267,QQ2267,YOLW,ONS,YPPH,PER,UTY,QQ,F100,1687168556,en-route
7C1ABA,VH-FKC,AU,-29.398544,118.66053,10668,38,803,0,3741,794,UTY794,QQ794,YPPH,PER,YMNE,WME,UTY,QQ,F100,1687168460,en-route
7C1ABB,VH-FKD,AU,-29.367201,118.702156,10668,37,831,-11.4,4330,798,UTY798,QQ798,YPPH,PER,YMNE,WME,UTY,QQ,F100,1687167883,en-route
7C1B26,VH-FNC,AU,-32.194519,116.009529,1920,284,412,-7.2,3760,9392,VOZ9392,VA9392,,GYZ,YPPH,PER,VOZ,VA,F100,1687168556,en-route
7C1B55,VH-FON,AU,-28.195713,152.224838,5760,42,646,-9.4,2523,,,,YNBR,NAA,,,,,BE20,1687168554,en-route
7C2505,VH-HLJ,AU,-18.329132,145.702698,7620,354,438,0,4432,1181,HND1181,OI1181,,,,,HND,OI,BE20,1687168557,en-route
7C2590,VH-HPE,AU,-23.973083,150.371857,5181,144,548,0,2521,103,TFX103,SH103,YBTL,TSV,YBBN,BNE,TFX,SH,SW4,1687168544,en-route
7C29D4,VH-IJQ,AU,-35.718109,142.488495,11277,84,977,0,3633,238,VOZ238,VA238,YPAD,ADL,YMML,MEL,VOZ,VA,B738,1687168555,en-route
7C2BA8,VH-IWQ,AU,-37.928741,143.474258,10972,256,709,0.3,3733,567,VOZ567,VA567,YSSY,SYD,YPPH,PER,VOZ,VA,B738,1687168558,en-route
7C2BAF,VH-IWX,AU,-28.973373,153.224304,9448,17,964,0,1335,977,VOZ977,VA977,YSSY,SYD,YBBN,BNE,VOZ,VA,B738,1687168558,en-route
7C2BC5,VH-IXJ,AU,-37.130997,146.246414,9646,237,611,-10.4,4372,878,VOZ878,VA878,YSSY,SYD,YMML,MEL,VOZ,VA,B738,1687168558,en-route
7C363B,VH-KZX,AU,-21.142822,149.180847,213,254,227,-2.9,2574,,,,YBMK,MKY,,,,,A109,1687168549,en-route
7C3908,VH-LJU,AU,-33.466599,151.989319,9144,214,705,0,1005,,,,,,,,,,LJ35,1687168557,en-route
7C39F1,VH-LQB,AU,-24.433273,151.306656,6096,324,575,-0.3,2514,370D,QLK370D,QF2370,YBBN,BNE,YBRK,ROK,QFA,QF,DH8D,1687168550,en-route
7C39F7,VH-LQH,AU,-23.924591,151.389481,883,290,375,-2.6,6035,340D,QLK340D,QF2340,YBBN,BNE,YGLA,GLT,QFA,QF,DH8D,1687168544,en-route
7C39FB,VH-LQL,AU,-26.73048,152.729187,4328,147,625,-9.1,6004,339D,QLK339D,QF2339,YGLA,GLT,YBBN,BNE,QFA,QF,DH8D,1687168558,en-route
7C39FC,VH-LQM,AU,-27.372831,153.115295,0,115,40,0,2526,367D,QLK367D,QF2367,YBRK,ROK,YBBN,BNE,QFA,QF,DH8D,1687168549,en-route
7C3A00,VH-LQQ,AU,-30.911757,151.788864,5044,9,635,-10.4,1533,34D,QLK34D,QF2034,YSSY,SYD,YARM,ARM,QFA,QF,DH8D,1687168554,en-route
7C3F3D,VH-MRZ,AU,-20.0973,146.685165,2712,9,327,0,6054,2271,HND2271,OI2271,,,,,HND,OI,C208,1687168553,en-route
7C402C,VH-MYM,AU,-25.000647,151.271011,2766,152,324,-1.6,2513,,,,YBRK,ROK,,,,,BE55,1687168550,en-route
7C4049,VH-MZF,AU,-33.924271,150.859772,594,90,342,1,4352,,,,YMEN,MEB,,,,,PA31,1687168557,en-route
7C42E4,VH-NHY,AU,-31.49231,117.662369,6934,73,874,3.3,4256,1610,NWK1610,QF1610,YPPH,PER,YPKG,KGI,QFA,QF,F100,1687168553,en-route
7C431C,VH-NJI,AU,-33.375256,142.917053,9418,68,920,-1,1364,7490,JTE7490,NC7490,YPAD,ADL,,,JTE,NC,B463,1687168542,en-route
7C4414,VH-NQE,AU,-32.183395,116.489578,4023,268,531,-9.1,4321,1609,NWK1609,QF1609,YPKG,KGI,YPPH,PER,QFA,QF,F100,1687168557,en-route
7C4513,VH-NXH,AU,-28.241409,153.478424,7635,16,761,-11.7,4453,1780,QJE1780,QF1780,YWLM,NTL,YBBN,BNE,QFA,QF,B712,1687168557,en-route
7C4516,VH-NXK,AU,-36.935028,145.794891,8305,54,972,4.9,1241,1598,QJE1598,QF1598,YMML,MEL,YWLM,NTL,QFA,QF,B712,1687168558,en-route
7C451C,VH-NXQ,AU,-37.662735,144.848373,0,320,31,0,3712,1555,QJE1555,QF1555,YMML,MEL,YMHB,HBA,QFA,QF,B712,1687168558,en-route
7C479F,VH-OFL,AU,-30.066462,145.785446,9761,316,738,0.3,1374,37,JST37,JQ37,YSSY,SYD,WADD,DPS,JST,JQ,A21N,1687167590,en-route
7C47A4,VH-OFQ,AU,-34.062607,151.206238,617,348,322,-4.6,4123,40,JST40,JQ40,WADD,DPS,YSSY,SYD,JST,JQ,A21N,1687168558,en-route
7C47A6,VH-OFS,AU,-37.014709,144.383224,4442,119,688,-9.1,4130,32,JST32,JQ32,WADD,DPS,YMML,MEL,JST,JQ,A21N,1687168558,en-route
7C47A9,VH-OFV,AU,-29.111206,137.38002,9761,329,748,0,1350,35,JST35,JQ35,YMML,MEL,WADD,DPS,JST,JQ,A21N,1687167830,en-route
7C4877,VH-OLL,AU,-31.966599,116.769287,4861,99,394,3.6,7240,2375,RXA2375,ZL2375,YPPH,PER,YESP,EPR,RXA,ZL,SF34,1687168557,en-route
7C4929,VH-OQJ,AU,-11.55771,129.026047,12192,301,883,0,1462,1,QFA1,QF1,YSSY,SYD,WSSS,SIN,QFA,QF,A388,1687168238,en-route
7C492A,VH-OQK,AU,48.54982,17.857782,10675,114,972,0,1150,2D,QFA2D,QF2,EGLL,LHR,WSSS,SIN,QFA,QF,A388,1687168558,en-route
7C49FB,VH-OWD,TH,-29.970797,115.115463,3962,163,461,0.3,4204,603,AIQ603,FD603,YGEL,GET,,,AIQ,FD,PC12,1687168557,en-route
7C49FE,VH-OWG,TH,-29.626419,117.017227,5486,209,448,0,4020,604,AIQ604,FD604,YMOG,MMG,,,AIQ,FD,PC12,1687168548,en-route
7C4BF6,VH-PAG,AU,-29.890732,151.323669,11422,219,657,0,1025,281,RXA281,ZL281,YBBN,BNE,YMML,MEL,RXA,ZL,B738,1687168552,en-route
7C4CBA,VH-PFW,AU,25.640213,84.921013,13106,288,833,0,3126,,,,ZGGG,CAN,,,,,G150,1687168550,en-route
7C4D44,VH-PJQ,AU,-30.976868,116.6147,6126,197,418,-0.7,4037,,,,YWLU,WUN,YPPH,PER,,,B190,1687168556,en-route
7C52F9,VH-QOB,AU,-31.315969,151.087769,2194,347,442,-5.2,1314,8D,QLK8D,QF2008,YSSY,SYD,YSTW,TMW,QFA,QF,DH8D,1687168546,en-route
7C52FA,VH-QOC,AU,-35.522507,148.537216,6096,244,540,0,3605,209D,QLK209D,QF2209,YSSY,SYD,YMAY,ABX,QFA,QF,DH8D,1687168557,en-route
7C52FB,VH-QOD,AU,-30.654236,152.831787,2270,24,463,-6.5,1475,108D,QLK108D,QF2108,YSSY,SYD,YCFS,CFS,QFA,QF,DH8D,1687168557,en-route
7C52FF,VH-QOH,AU,-31.498901,152.819763,350,30,283,-4.2,1240,166D,QLK166D,QF2166,YSSY,SYD,YPMQ,PQQ,QFA,QF,DH8D,1687168448,en-route
7C5300,VH-QOI,AU,-32.141712,152.043381,4709,177,588,-5.2,4702,425D,QLK425D,QF2425,YBBN,BNE,YWLM,NTL,QFA,QF,DH8D,1687168557,en-route
7C5301,VH-QOJ,AU,-35.461445,149.245407,1562,289,344,-5.2,4275,447D,QLK447D,QF1447,YSSY,SYD,YSCB,CBR,QFA,QF,DH8D,1687168555,en-route
7C5305,VH-QON,AU,-24.952837,150.53566,7010,122,751,0,2525,411D,QLK411D,QF2411,YEML,EMD,YBBN,BNE,QFA,QF,DH8D,1687168554,en-route
7C5309,VH-QOR,AU,-27.013472,153.044312,4876,3,575,-0.3,4743,326D,QLK326D,QF2326,YBBN,BNE,YBUD,BDB,QFA,QF,DH8D,1687168558,en-route
7C530B,VH-QOT,AU,-32.876678,151.3582,6096,200,564,0,1001,67D,QLK67D,QF2067,YBNA,BNK,YSSY,SYD,QFA,QF,DH8D,1687168558,en-route
7C530C,VH-QOU,AU,-34.966595,148.215927,3954,260,496,-6.5,4076,227D,QLK227D,QF2227,YSSY,SYD,YSWG,WGA,QFA,QF,DH8D,1687168555,en-route
